from,to,distance,accessible
room_gf_34,corridor_gf_41,39.12,true
corridor_gf_41,room_gf_34,39.12,true
room_gf_35,corridor_gf_43,10.35,true
corridor_gf_43,room_gf_35,10.35,true
room_gf_35,corridor_gf_44,18.76,true
corridor_gf_44,room_gf_35,18.76,true
room_gf_36,corridor_gf_44,10.5,true
corridor_gf_44,room_gf_36,10.5,true
room_gf_36,corridor_gf_43,21.81,true
corridor_gf_43,room_gf_36,21.81,true
room_gf_37,corridor_gf_45,11.82,true
corridor_gf_45,room_gf_37,11.82,true
room_gf_37,corridor_gf_44,22.3,true
corridor_gf_44,room_gf_37,22.3,true
room_gf_38,corridor_gf_43,11.22,true
corridor_gf_43,room_gf_38,11.22,true
room_gf_38,corridor_gf_44,21.54,true
corridor_gf_44,room_gf_38,21.54,true
room_gf_39,corridor_gf_44,11.11,true
corridor_gf_44,room_gf_39,11.11,true
room_gf_39,corridor_gf_43,22.21,true
corridor_gf_43,room_gf_39,22.21,true
room_gf_156,corridor_gf_45,9.07,true
corridor_gf_45,room_gf_156,9.07,true
room_gf_156,corridor_gf_44,19.74,true
corridor_gf_44,room_gf_156,19.74,true
room_gf_41,corridor_gf_46,10.05,true
corridor_gf_46,room_gf_41,10.05,true
room_gf_41,corridor_gf_47,19.52,true
corridor_gf_47,room_gf_41,19.52,true
room_gf_42,corridor_gf_46,9.06,true
corridor_gf_46,room_gf_42,9.06,true
room_gf_42,corridor_gf_24,18.94,true
corridor_gf_24,room_gf_42,18.94,true
room_gf_43,corridor_gf_47,10.56,true
corridor_gf_47,room_gf_43,10.56,true
room_gf_43,corridor_gf_46,20.29,true
corridor_gf_46,room_gf_43,20.29,true
room_gf_44,corridor_gf_47,12.98,true
corridor_gf_47,room_gf_44,12.98,true
room_gf_44,corridor_gf_46,16.77,true
corridor_gf_46,room_gf_44,16.77,true
room_gf_45,corridor_gf_23,14.89,true
corridor_gf_23,room_gf_45,14.89,true
room_gf_45,corridor_gf_47,20.9,true
corridor_gf_47,room_gf_45,20.9,true
room_gf_46,corridor_gf_20,10.28,true
corridor_gf_20,room_gf_46,10.28,true
room_gf_46,corridor_gf_23,29.08,true
corridor_gf_23,room_gf_46,29.08,true
room_gf_47,corridor_gf_20,15.69,true
corridor_gf_20,room_gf_47,15.69,true
room_gf_47,corridor_gf_19,33.96,true
corridor_gf_19,room_gf_47,33.96,true
room_gf_48,corridor_gf_19,19.74,true
corridor_gf_19,room_gf_48,19.74,true
room_gf_48,corridor_gf_20,30.44,true
corridor_gf_20,room_gf_48,30.44,true
room_gf_49,corridor_gf_19,9.53,true
corridor_gf_19,room_gf_49,9.53,true
room_gf_49,corridor_gf_18,27.03,true
corridor_gf_18,room_gf_49,27.03,true
room_gf_50,corridor_gf_68,12.49,true
corridor_gf_68,room_gf_50,12.49,true
room_gf_50,corridor_gf_19,19.18,true
corridor_gf_19,room_gf_50,19.18,true
room_gf_51,corridor_gf_18,12.61,true
corridor_gf_18,room_gf_51,12.61,true
room_gf_51,corridor_gf_68,18.91,true
corridor_gf_68,room_gf_51,18.91,true
room_gf_52,corridor_gf_68,10.42,true
corridor_gf_68,room_gf_52,10.42,true
room_gf_52,corridor_gf_67,15.64,true
corridor_gf_67,room_gf_52,15.64,true
room_gf_53,corridor_gf_67,11.29,true
corridor_gf_67,room_gf_53,11.29,true
room_gf_53,corridor_gf_17,21.49,true
corridor_gf_17,room_gf_53,21.49,true
room_gf_157,corridor_gf_67,9.5,true
corridor_gf_67,room_gf_157,9.5,true
room_gf_157,corridor_gf_68,20.66,true
corridor_gf_68,room_gf_157,20.66,true
room_gf_55,corridor_gf_66,9.67,true
corridor_gf_66,room_gf_55,9.67,true
room_gf_55,corridor_gf_65,22.2,true
corridor_gf_65,room_gf_55,22.2,true
room_gf_56,corridor_gf_66,9.96,true
corridor_gf_66,room_gf_56,9.96,true
room_gf_56,corridor_gf_65,20.63,true
corridor_gf_65,room_gf_56,20.63,true
room_gf_57,corridor_gf_65,8.59,true
corridor_gf_65,room_gf_57,8.59,true
room_gf_57,corridor_gf_66,21.38,true
corridor_gf_66,room_gf_57,21.38,true
room_gf_58,corridor_gf_65,9.25,true
corridor_gf_65,room_gf_58,9.25,true
room_gf_58,corridor_gf_66,20.14,true
corridor_gf_66,room_gf_58,20.14,true
room_gf_59,corridor_gf_64,10.91,true
corridor_gf_64,room_gf_59,10.91,true
room_gf_59,corridor_gf_15,14.14,true
corridor_gf_15,room_gf_59,14.14,true
room_gf_60,corridor_gf_64,11.88,true
corridor_gf_64,room_gf_60,11.88,true
room_gf_60,corridor_gf_15,18.7,true
corridor_gf_15,room_gf_60,18.7,true
room_gf_61,corridor_gf_63,11.02,true
corridor_gf_63,room_gf_61,11.02,true
room_gf_61,corridor_gf_16,24.49,true
corridor_gf_16,room_gf_61,24.49,true
room_gf_62,corridor_gf_63,28.05,true
corridor_gf_63,room_gf_62,28.05,true
room_gf_62,corridor_gf_16,32.35,true
corridor_gf_16,room_gf_62,32.35,true
room_gf_63,corridor_gf_16,11.07,true
corridor_gf_16,room_gf_63,11.07,true
room_gf_63,corridor_gf_63,21.4,true
corridor_gf_63,room_gf_63,21.4,true
room_gf_64,corridor_gf_62,21.95,true
corridor_gf_62,room_gf_64,21.95,true
room_gf_64,corridor_gf_61,31.69,true
corridor_gf_61,room_gf_64,31.69,true
room_gf_65,corridor_gf_62,7.63,true
corridor_gf_62,room_gf_65,7.63,true
room_gf_65,corridor_gf_61,14.74,true
corridor_gf_61,room_gf_65,14.74,true
room_gf_66,corridor_gf_62,15.37,true
corridor_gf_62,room_gf_66,15.37,true
room_gf_66,corridor_gf_61,18.68,true
corridor_gf_61,room_gf_66,18.68,true
room_gf_67,corridor_gf_150,11.43,true
corridor_gf_150,room_gf_67,11.43,true
room_gf_67,corridor_gf_60,25.09,true
corridor_gf_60,room_gf_67,25.09,true
room_gf_68,corridor_gf_150,18.81,true
corridor_gf_150,room_gf_68,18.81,true
room_gf_68,corridor_gf_62,27.76,true
corridor_gf_62,room_gf_68,27.76,true
room_gf_69,corridor_gf_61,17.69,true
corridor_gf_61,room_gf_69,17.69,true
room_gf_69,corridor_gf_62,27.23,true
corridor_gf_62,room_gf_69,27.23,true
room_gf_70,corridor_gf_61,12.64,true
corridor_gf_61,room_gf_70,12.64,true
room_gf_70,corridor_gf_62,20.47,true
corridor_gf_62,room_gf_70,20.47,true
room_gf_71,corridor_gf_150,16.65,true
corridor_gf_150,room_gf_71,16.65,true
room_gf_71,corridor_gf_61,26.98,true
corridor_gf_61,room_gf_71,26.98,true
room_gf_72,corridor_gf_60,12.51,true
corridor_gf_60,room_gf_72,12.51,true
room_gf_72,corridor_gf_150,17.45,true
corridor_gf_150,room_gf_72,17.45,true
room_gf_73,corridor_gf_60,10.49,true
corridor_gf_60,room_gf_73,10.49,true
room_gf_73,corridor_gf_150,15.21,true
corridor_gf_150,room_gf_73,15.21,true
room_gf_74,corridor_gf_58,21.5,true
corridor_gf_58,room_gf_74,21.5,true
room_gf_74,corridor_gf_60,22.64,true
corridor_gf_60,room_gf_74,22.64,true
room_gf_75,corridor_gf_59,11.11,true
corridor_gf_59,room_gf_75,11.11,true
room_gf_75,corridor_gf_60,20.04,true
corridor_gf_60,room_gf_75,20.04,true
room_gf_76,corridor_gf_58,12.3,true
corridor_gf_58,room_gf_76,12.3,true
room_gf_76,corridor_gf_13,25.88,true
corridor_gf_13,room_gf_76,25.88,true
room_gf_77,corridor_gf_58,10.63,true
corridor_gf_58,room_gf_77,10.63,true
room_gf_77,corridor_gf_59,21.85,true
corridor_gf_59,room_gf_77,21.85,true
room_gf_78,corridor_gf_57,11.75,true
corridor_gf_57,room_gf_78,11.75,true
room_gf_78,corridor_gf_13,18.01,true
corridor_gf_13,room_gf_78,18.01,true
room_gf_79,corridor_gf_57,12.33,true
corridor_gf_57,room_gf_79,12.33,true
room_gf_79,corridor_gf_56,18.44,true
corridor_gf_56,room_gf_79,18.44,true
room_gf_80,corridor_gf_56,8.65,true
corridor_gf_56,room_gf_80,8.65,true
room_gf_80,corridor_gf_57,19.0,true
corridor_gf_57,room_gf_80,19.0,true
room_gf_81,corridor_gf_56,11.02,true
corridor_gf_56,room_gf_81,11.02,true
room_gf_81,corridor_gf_57,21.26,true
corridor_gf_57,room_gf_81,21.26,true
room_gf_82,corridor_gf_55,17.1,true
corridor_gf_55,room_gf_82,17.1,true
room_gf_82,corridor_gf_12,30.23,true
corridor_gf_12,room_gf_82,30.23,true
room_gf_83,corridor_gf_54,16.76,true
corridor_gf_54,room_gf_83,16.76,true
room_gf_83,corridor_gf_11,19.41,true
corridor_gf_11,room_gf_83,19.41,true
room_gf_84,corridor_gf_54,50.41,true
corridor_gf_54,room_gf_84,50.41,true
room_gf_84,corridor_gf_55,52.23,true
corridor_gf_55,room_gf_84,52.23,true
room_gf_85,corridor_gf_51,44.72,true
corridor_gf_51,room_gf_85,44.72,true
room_gf_85,corridor_gf_9,46.51,true
corridor_gf_9,room_gf_85,46.51,true
room_gf_86,corridor_gf_10,17.83,true
corridor_gf_10,room_gf_86,17.83,true
room_gf_86,corridor_gf_53,24.96,true
corridor_gf_53,room_gf_86,24.96,true
room_gf_87,corridor_gf_160,15.45,true
corridor_gf_160,room_gf_87,15.45,true
room_gf_87,corridor_gf_48,36.43,true
corridor_gf_48,room_gf_87,36.43,true
room_gf_88,corridor_gf_53,13.68,true
corridor_gf_53,room_gf_88,13.68,true
room_gf_88,corridor_gf_52,20.14,true
corridor_gf_52,room_gf_88,20.14,true
room_gf_89,corridor_gf_53,11.48,true
corridor_gf_53,room_gf_89,11.48,true
room_gf_89,corridor_gf_10,22.44,true
corridor_gf_10,room_gf_89,22.44,true
room_gf_90,corridor_gf_52,11.16,true
corridor_gf_52,room_gf_90,11.16,true
room_gf_90,corridor_gf_53,19.12,true
corridor_gf_53,room_gf_90,19.12,true
room_gf_91,corridor_gf_52,11.96,true
corridor_gf_52,room_gf_91,11.96,true
room_gf_91,corridor_gf_9,18.22,true
corridor_gf_9,room_gf_91,18.22,true
room_gf_92,corridor_gf_51,11.41,true
corridor_gf_51,room_gf_92,11.41,true
room_gf_92,corridor_gf_50,22.4,true
corridor_gf_50,room_gf_92,22.4,true
room_gf_93,corridor_gf_51,12.86,true
corridor_gf_51,room_gf_93,12.86,true
room_gf_93,corridor_gf_50,24.23,true
corridor_gf_50,room_gf_93,24.23,true
room_gf_94,corridor_gf_50,11.83,true
corridor_gf_50,room_gf_94,11.83,true
room_gf_94,corridor_gf_48,22.87,true
corridor_gf_48,room_gf_94,22.87,true
room_gf_95,corridor_gf_50,11.54,true
corridor_gf_50,room_gf_95,11.54,true
room_gf_95,corridor_gf_48,23.31,true
corridor_gf_48,room_gf_95,23.31,true
room_gf_96,corridor_gf_48,13.3,true
corridor_gf_48,room_gf_96,13.3,true
room_gf_96,corridor_gf_50,23.63,true
corridor_gf_50,room_gf_96,23.63,true
room_gf_97,corridor_gf_48,11.51,true
corridor_gf_48,room_gf_97,11.51,true
room_gf_97,corridor_gf_50,23.82,true
corridor_gf_50,room_gf_97,23.82,true
room_gf_98,corridor_gf_25,15.32,true
corridor_gf_25,room_gf_98,15.32,true
room_gf_98,corridor_gf_43,18.37,true
corridor_gf_43,room_gf_98,18.37,true
room_gf_99,corridor_gf_25,28.73,true
corridor_gf_25,room_gf_99,28.73,true
room_gf_99,corridor_gf_26,35.6,true
corridor_gf_26,room_gf_99,35.6,true
room_gf_100,corridor_gf_21,21.13,true
corridor_gf_21,room_gf_100,21.13,true
room_gf_100,corridor_gf_22,21.57,true
corridor_gf_22,room_gf_100,21.57,true
room_gf_101,corridor_gf_11,60.55,true
corridor_gf_11,room_gf_101,60.55,true
room_gf_101,corridor_gf_54,61.05,true
corridor_gf_54,room_gf_101,61.05,true
room_gf_102,corridor_gf_10,39.4,true
corridor_gf_10,room_gf_102,39.4,true
room_gf_102,corridor_gf_54,45.3,true
corridor_gf_54,room_gf_102,45.3,true
room_gf_103,corridor_gf_11,51.05,true
corridor_gf_11,room_gf_103,51.05,true
room_gf_103,corridor_gf_54,59.73,true
corridor_gf_54,room_gf_103,59.73,true
room_gf_104,corridor_gf_54,74.84,true
corridor_gf_54,room_gf_104,74.84,true
room_gf_104,corridor_gf_10,87.79,true
corridor_gf_10,room_gf_104,87.79,true
room_gf_105,corridor_gf_11,79.22,true
corridor_gf_11,room_gf_105,79.22,true
room_gf_105,corridor_gf_54,87.68,true
corridor_gf_54,room_gf_105,87.68,true
room_gf_108,corridor_gf_42,105.02,true
corridor_gf_42,room_gf_108,105.02,true
room_gf_108,corridor_gf_10,139.07,true
corridor_gf_10,room_gf_108,139.07,true
room_gf_109,corridor_gf_11,73.82,true
corridor_gf_11,room_gf_109,73.82,true
room_gf_109,corridor_gf_54,73.96,true
corridor_gf_54,room_gf_109,73.96,true
room_gf_110,corridor_gf_16,66.11,true
corridor_gf_16,room_gf_110,66.11,true
room_gf_110,corridor_gf_26,67.21,true
corridor_gf_26,room_gf_110,67.21,true
room_gf_155,corridor_gf_26,8.17,true
corridor_gf_26,room_gf_155,8.17,true
room_gf_155,corridor_gf_25,40.16,true
corridor_gf_25,room_gf_155,40.16,true
room_gf_112,corridor_gf_160,11.46,true
corridor_gf_160,room_gf_112,11.46,true
room_gf_112,corridor_gf_48,32.91,true
corridor_gf_48,room_gf_112,32.91,true
room_gf_113,corridor_gf_25,12.02,true
corridor_gf_25,room_gf_113,12.02,true
room_gf_113,corridor_gf_26,31.61,true
corridor_gf_26,room_gf_113,31.61,true
room_gf_114,corridor_gf_41,13.73,true
corridor_gf_41,room_gf_114,13.73,true
room_gf_114,corridor_gf_160,49.37,true
corridor_gf_160,room_gf_114,49.37,true
room_gf_115,corridor_gf_29,12.66,true
corridor_gf_29,room_gf_115,12.66,true
room_gf_115,corridor_gf_5,18.69,true
corridor_gf_5,room_gf_115,18.69,true
room_gf_117,corridor_gf_42,134.24,true
corridor_gf_42,room_gf_117,134.24,true
room_gf_120,corridor_gf_11,55.84,true
corridor_gf_11,room_gf_120,55.84,true
room_gf_120,corridor_gf_54,62.52,true
corridor_gf_54,room_gf_120,62.52,true
room_gf_121,corridor_gf_10,46.54,true
corridor_gf_10,room_gf_121,46.54,true
room_gf_121,corridor_gf_54,50.88,true
corridor_gf_54,room_gf_121,50.88,true
room_gf_122,corridor_gf_28,11.3,true
corridor_gf_28,room_gf_122,11.3,true
room_gf_122,corridor_gf_37,17.11,true
corridor_gf_37,room_gf_122,17.11,true
room_gf_123,corridor_gf_15,19.61,true
corridor_gf_15,room_gf_123,19.61,true
room_gf_123,corridor_gf_63,25.89,true
corridor_gf_63,room_gf_123,25.89,true
room_gf_124,corridor_gf_15,11.19,true
corridor_gf_15,room_gf_124,11.19,true
room_gf_124,corridor_gf_63,20.12,true
corridor_gf_63,room_gf_124,20.12,true
room_gf_126,corridor_gf_100,26.87,true
corridor_gf_100,room_gf_126,26.87,true
room_gf_126,corridor_gf_36,30.56,true
corridor_gf_36,room_gf_126,30.56,true
room_gf_150,corridor_gf_2,11.74,true
corridor_gf_2,room_gf_150,11.74,true
room_gf_150,corridor_gf_40,15.66,true
corridor_gf_40,room_gf_150,15.66,true
corridor_gf_1,corridor_gf_2,47.52,true
corridor_gf_1,corridor_gf_3,115.97,true
corridor_gf_1,corridor_gf_27,140.0,true
corridor_gf_1,corridor_gf_28,117.06,true
corridor_gf_1,corridor_gf_34,131.15,true
corridor_gf_1,corridor_gf_35,126.23,true
corridor_gf_1,corridor_gf_36,135.44,true
corridor_gf_1,corridor_gf_37,104.95,true
corridor_gf_1,corridor_gf_38,83.92,true
corridor_gf_1,corridor_gf_39,66.06,true
corridor_gf_1,corridor_gf_40,27.41,true
corridor_gf_2,corridor_gf_1,47.52,true
corridor_gf_2,corridor_gf_3,69.58,true
corridor_gf_2,corridor_gf_100,113.59,true
corridor_gf_2,corridor_gf_27,94.41,true
corridor_gf_2,corridor_gf_28,74.73,true
corridor_gf_2,corridor_gf_34,84.79,true
corridor_gf_2,corridor_gf_35,78.76,true
corridor_gf_2,corridor_gf_36,87.95,true
corridor_gf_2,corridor_gf_37,58.48,true
corridor_gf_2,corridor_gf_38,37.11,true
corridor_gf_2,corridor_gf_39,18.77,true
corridor_gf_2,corridor_gf_40,20.5,true
corridor_gf_3,corridor_gf_1,115.97,true
corridor_gf_3,corridor_gf_2,69.58,true
corridor_gf_3,corridor_gf_100,44.02,true
corridor_gf_3,corridor_gf_5,84.69,true
corridor_gf_3,corridor_gf_160,128.31,true
corridor_gf_3,corridor_gf_27,56.15,true
corridor_gf_3,corridor_gf_28,23.42,true
corridor_gf_3,corridor_gf_29,82.14,true
corridor_gf_3,corridor_gf_30,101.68,true
corridor_gf_3,corridor_gf_31,116.15,true
corridor_gf_3,corridor_gf_32,136.52,true
corridor_gf_3,corridor_gf_34,15.22,true
corridor_gf_3,corridor_gf_35,18.91,true
corridor_gf_3,corridor_gf_36,31.24,true
corridor_gf_3,corridor_gf_37,11.09,true
corridor_gf_3,corridor_gf_38,32.49,true
corridor_gf_3,corridor_gf_39,50.94,true
corridor_gf_3,corridor_gf_40,89.94,true
corridor_gf_3,corridor_gf_41,98.58,true
corridor_gf_3,corridor_gf_48,145.49,true
corridor_gf_100,corridor_gf_2,113.59,true
corridor_gf_100,corridor_gf_3,44.02,true
corridor_gf_100,corridor_gf_5,40.77,true
corridor_gf_100,corridor_gf_6,113.23,true
corridor_gf_100,corridor_gf_160,103.94,true
corridor_gf_100,corridor_gf_27,66.68,true
corridor_gf_100,corridor_gf_28,48.88,true
corridor_gf_100,corridor_gf_29,39.89,true
corridor_gf_100,corridor_gf_30,57.74,true
corridor_gf_100,corridor_gf_31,72.2,true
corridor_gf_100,corridor_gf_32,92.57,true
corridor_gf_100,corridor_gf_33,131.0,true
corridor_gf_100,corridor_gf_34,28.8,true
corridor_gf_100,corridor_gf_35,40.49,true
corridor_gf_100,corridor_gf_36,40.84,true
corridor_gf_100,corridor_gf_37,55.11,true
corridor_gf_100,corridor_gf_38,76.49,true
corridor_gf_100,corridor_gf_39,94.93,true
corridor_gf_100,corridor_gf_40,133.96,true
corridor_gf_100,corridor_gf_41,65.47,true
corridor_gf_100,corridor_gf_48,116.29,true
corridor_gf_100,corridor_gf_50,127.76,true
corridor_gf_100,corridor_gf_51,141.63,true
corridor_gf_5,corridor_gf_3,84.69,true
corridor_gf_5,corridor_gf_100,40.77,true
corridor_gf_5,corridor_gf_6,72.49,true
corridor_gf_5,corridor_gf_7,115.16,true
corridor_gf_5,corridor_gf_160,98.79,true
corridor_gf_5,corridor_gf_9,132.62,true
corridor_gf_5,corridor_gf_27,97.53,true
corridor_gf_5,corridor_gf_28,85.77,true
corridor_gf_5,corridor_gf_29,12.79,true
corridor_gf_5,corridor_gf_30,16.99,true
corridor_gf_5,corridor_gf_31,31.46,true
corridor_gf_5,corridor_gf_32,51.82,true
corridor_gf_5,corridor_gf_33,90.24,true
corridor_gf_5,corridor_gf_34,69.51,true
corridor_gf_5,corridor_gf_35,80.02,true
corridor_gf_5,corridor_gf_36,77.25,true
corridor_gf_5,corridor_gf_37,95.78,true
corridor_gf_5,corridor_gf_38,117.18,true
corridor_gf_5,corridor_gf_39,135.63,true
corridor_gf_5,corridor_gf_41,55.9,true
corridor_gf_5,corridor_gf_48,103.26,true
corridor_gf_5,corridor_gf_50,108.52,true
corridor_gf_5,corridor_gf_51,117.82,true
corridor_gf_5,corridor_gf_52,148.33,true
corridor_gf_6,corridor_gf_100,113.23,true
corridor_gf_6,corridor_gf_5,72.49,true
corridor_gf_6,corridor_gf_7,44.91,true
corridor_gf_6,corridor_gf_160,124.26,true
corridor_gf_6,corridor_gf_9,102.85,true
corridor_gf_6,corridor_gf_10,141.13,true
corridor_gf_6,corridor_gf_29,76.94,true
corridor_gf_6,corridor_gf_30,55.5,true
corridor_gf_6,corridor_gf_31,41.03,true
corridor_gf_6,corridor_gf_32,20.66,true
corridor_gf_6,corridor_gf_33,18.48,true
corridor_gf_6,corridor_gf_34,142.0,true
corridor_gf_6,corridor_gf_36,147.11,true
corridor_gf_6,corridor_gf_41,94.29,true
corridor_gf_6,corridor_gf_42,126.68,true
corridor_gf_6,corridor_gf_48,114.41,true
corridor_gf_6,corridor_gf_50,105.87,true
corridor_gf_6,corridor_gf_51,101.99,true
corridor_gf_6,corridor_gf_52,112.52,true
corridor_gf_6,corridor_gf_53,123.02,true
corridor_gf_7,corridor_gf_5,115.16,true
corridor_gf_7,corridor_gf_6,44.91,true
corridor_gf_7,corridor_gf_9,123.22,true
corridor_gf_7,corridor_gf_10,145.01,true
corridor_gf_7,corridor_gf_29,117.39,true
corridor_gf_7,corridor_gf_30,98.43,true
corridor_gf_7,corridor_gf_31,84.28,true
corridor_gf_7,corridor_gf_32,64.39,true
